Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
India,Guinea-Bissau,Import,  All Products,Import (US$ Thousand),36290.783,62969.62,9794.88,47171.397,51173.949,70702.103,92642.674,44075.187,72124.75,104443.923,85733.174,131972.901,297917.262,123926.789,136546.395,160743.082,201280.618,214737.337,252785.396319224,131945.02593034,123049.865864466,128735.488385412,143885.85761860298
India,Guyana,Import,  All Products,Import (US$ Thousand),1696.168,1944.129,1976.46,1594.013,5424.415,13695.966,21277.007,10673.07,15492.583,11484.293,6104.864,11095.456,10265.94,5086.743,6124.729,9282.723,16549.561,15735.064,8777.98491671961,8123.23189093472,6490.25528543,10502.950566602602,158772.446284653
India,Haiti,Import,  All Products,Import (US$ Thousand),,,3.572,36.341,142.264,1206.119,434.656,389.605,1618.921,1574.687,1829.625,1310.271,1478.675,1690.049,946.619,1474.003,2877.223,3601.822,6451.03090345473,13962.178346607501,15956.913247808701,12276.711069983401,20373.0051456495
India,Heard Island and McDonald Isla,Import,  All Products,Import (US$ Thousand),,,,,,,,,,28.561,4.329,0.004,,,,,,0.285,,,,,
India,Holy See,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,,,169.847,1.892,20.145,,95.60745260288,17.8493982275,179.4671922554,
India,Honduras,Import,  All Products,Import (US$ Thousand),2.462,2.786,398.015,59.353,20.284,202.747,29.536,1502.292,1580.304,4395.838,5250.238,22488.125,5349.759,14103.39,23260.866,26236.807,17869.557,20287.189,15462.9618139324,15345.5074050752,23715.4421104737,10159.5420887312,22549.8702942621
India,"Hong Kong, China",Import,  All Products,Import (US$ Thousand),822395.774,909978.821,716935.647,926493.453,1357624.245,1580739.272,2101176.971,2472396.661,2820774.42,4998197.389,5293154.518,7772479.052,11815427.897,7626614.508,7732616.919,6144852.017,5958813.661,7119319.062,10993438.2803694,18722557.478405498,17385603.036919497,14578344.6533729,18201550.8961493
India,Hungary,Import,  All Products,Import (US$ Thousand),12448.101,14589.304,17572.689,26615.536,24901.031,29419.604,32908.977,48587.234,95941.874,151600.7,201969.164,328031.55,406551.732,294624.356,231136.811,236437.734,250158.599,211600.866,258839.653537377,319084.80640825495,191570.32546033,200076.30073962302,281280.004449422
India,Iceland,Import,  All Products,Import (US$ Thousand),968.636,1638.321,1047.837,10907.97,12286.565,3252.502,4850.027,4952.005,2274.81,4262.416,10201.689,4284.744,5006.601,2295.589,1638.789,8668.456,5345.975,2935.586,7308.30981913326,11500.232130671498,10080.13275864,5345.6141361602,7103.1385484601
India,Indonesia,Import,  All Products,Import (US$ Thousand),964086.323,985838.816,966886.392,1263250.164,1879765.717,2427664.875,3018949.039,3610442.609,4840346.028,6431337.165,7599637.766,9695329.24,13964662.741,14068290.609,14984084.234,15184884.088,13902024.96,12189258.7,16235402.9639095,19660204.1403114,15563891.0776047,12020794.5360535,16724827.7013299
India,"Iran, Islamic Rep.",Import,  All Products,Import (US$ Thousand),1258224.225,702360.922,266942.274,254158.441,267688.555,355924.745,644172.181,5918056.375,9165576.891,13791494.408,10591666.754,11078291.745,11488127.688,13349275.04,10031594.892,11246347.166,6225320.61,8253714.509,11089432.7054101,18086943.5638315,3375419.7750377003,297121.76452120696,408679.185018914
India,Iraq,Import,  All Products,Import (US$ Thousand),200822.985,93447.488,13.744,50.338,8.71,798.832,1894.852,4482408.538,5443335.477,9505187.281,5797693.997,7291522.667,17442398.373,19519129.314,20230180.444,16070331.503,11300277.004,9974378.43,15310044.4764599,28444411.9473018,22085015.5543054,16172948.2775473,26566073.3312157
India,Ireland,Import,  All Products,Import (US$ Thousand),55983.713,68501.541,70150.318,105005.932,100480.747,147850.706,214233.954,265853.667,242379.967,248033.753,247079.605,240242.758,366531.359,414281.456,528564.497,529817.011,555441.458,490354.497,588538.506798738,586998.9700406559,544118.1904024561,403732.662948794,1095803.25690321
India,Israel,Import,  All Products,Import (US$ Thousand),585148.762,496136.381,392096.239,590794.112,629641.507,831729.29,1124680.407,1073944.34,1360702.851,2043341.668,1758477.003,2038064.323,2548561.413,2377241.003,2302457.108,2303326.597,2083726.289,2076419.908,1991713.8681412002,2536136.32870049,1674184.9833026,1752477.80862991,2754566.0803368203
India,Italy,Import,  All Products,Import (US$ Thousand),738660.035,693517.14,726355.422,787449.556,1002991.978,1236943.508,1761722.804,2433238.083,3476472.497,4575537.632,3682610.583,4305811.247,5203652.462,5149393.019,4237648.994,4334288.264,4108326.094,3840871.05,4377627.63663486,6424353.53631243,4707485.184034999,3695117.75516329,4819651.1524655
India,Jamaica,Import,  All Products,Import (US$ Thousand),74.522,73.718,89.877,678.11,817.65,1857.948,2969.836,604.285,22412.011,1008.431,1033.059,640.254,1333.573,2697.109,840.56,1718.071,1264.097,1300.887,4012.54751236401,4839.91354257184,4020.94047592475,2108.587115552,2210.0527171035
India,Japan,Import,  All Products,Import (US$ Thousand),2549811.316,2218822.374,1788175.631,2139663.223,2333142.72,2962041.587,3678528.244,4743468.573,5832826.481,7784411.156,6688835.503,8265086.224,11218263.429,12362966.975,10489823.796,9963998.204,9635157.521,9808530.779,10469211.583173001,15181315.2096259,12744471.5223584,10206851.0670796,14412239.0544302
India,Jordan,Import,  All Products,Import (US$ Thousand),264210.113,260831.542,180844.404,236852.073,228658.198,294123.004,429753.925,461377.878,620881.056,1823508.563,790274.944,821609.251,1261325.149,1131755.92,682834.653,789304.255,870317.378,839704.278,880109.04785987,1267340.7833808898,1095436.30009973,1085579.0978353,1547905.31761621
India,Kazakhstan,Import,  All Products,Import (US$ Thousand),13528.999,14573.515,11154.243,11163.989,10804.968,13965.354,23485.426,76111.914,70504.265,142992.398,146660.366,157499.588,122561.889,163993.645,441840.772,924992.531,337544.908,320360.774,1039035.92811329,889464.817673926,1597366.19331929,1283221.03521452,530008.023351168
India,Kenya,Import,  All Products,Import (US$ Thousand),21133.953,18977.211,27726.796,34894.249,36273.294,48642.187,49235.07,53140.787,78405.325,82134.087,77305.026,109178.362,130384.57,103310.904,120823.954,127669.971,111847.423,126408.923,72115.3078912373,152663.00401882498,95741.78364286029,96266.46447369919,167099.015680747
India,Kiribati,Import,  All Products,Import (US$ Thousand),,0.03,,,169.906,,,38.569,1.443,67.901,,442.95,,81.104,3.111,12.598,,,,226.12629240383998,,,41.12452832115
India,"Korea, Dem. Rep.",Import,  All Products,Import (US$ Thousand),16666.005,21134.087,3776.68,4916.892,1093.527,1595.624,8165.799,476830.557,167167.056,109319.412,6541.871,146751.275,10408.3,136.814,76223.85,108620.919,99006.331,87441.57,35428.837377412805,5843.13746197952,2903.05315465375,1926.0862685823001,6311.57440394055
India,"Korea, Rep.",Import,  All Products,Import (US$ Thousand),1280368.382,817051.326,1136427.207,1256411.892,2409175.749,3363993.907,4412447.588,4891838.354,5437734.732,8350676.521,8229752.473,9922318.151,12362468.598,13675086.543,12426658.945,13437254.155,13087658.362,12214045.78,16091810.261596398,19672475.2776202,16111284.4253972,12168869.0040757,17076153.0764527
India,Kuwait,Import,  All Products,Import (US$ Thousand),1922749.37,654315.613,88488.659,109768.988,192836.618,247649.098,416260.74,4572922.428,6493130.875,10751159.887,7602187.553,9021917.765,14690533.151,17786792.271,17591599.608,15036027.212,5923154.891,4034768.363,6118796.3994781505,9582831.19958053,9137051.406399,5975055.530466991,9482188.304429568
India,Kyrgyz Republic,Import,  All Products,Import (US$ Thousand),1827.348,4562.726,564.44,489.397,470.7,456.958,773.934,1721.99,837.669,945.22,622.166,1031.631,726.319,2297.043,648.386,486.374,1581.669,1807.568,30831.1761493273,1771.44313274416,2043.38065825075,5295.871079712299,1495.5486555017999
India,Lao PDR,Import,  All Products,Import (US$ Thousand),,,,67.492,208.611,91.534,72.15,376.403,79.636,524.701,193.912,20117.157,70169.882,143727.575,111325.61,59625.16,142954.574,172412.362,249856.462563835,18114.493095609898,2621.622404492,2074.9054600492,852.9635849565
India,Latin America & Caribbean,Import,  All Products,Import (US$ Thousand),939704.6510000002,782472.9240000001,943855.3190000001,957243.4460000002,1209493.7240000006,1812825.384,2369618.8619999997,5100886.402000001,5929185.382000001,10459853.245000001,8398501.31,13556983.393000001,16756021.942000002,27672041.324,33310150.257,33563962.597,21660441.624,18199046.164999995,23645884.30548848,31982826.316320144,21437960.960486177,16748400.765501782,24252827.111261938
India,Latvia,Import,  All Products,Import (US$ Thousand),866.946,4557.17,729.758,2768.745,749.936,772.813,1942.064,19997.217,41632.851,106784.908,149423.968,171262.653,183987.092,73620.805,76106.414,69846.112,62086.716,39752.528,49126.4313339348,131377.753996782,190252.569791189,166982.666887514,42739.4305410676
India,Lebanon,Import,  All Products,Import (US$ Thousand),12160.157,7802.469,10329.73,11514.755,9052.743,16288.347,17314.038,13758.958,10039.841,16759.264,5916.104,18473.009,16967.804,25017.293,40711.59,40048.78,28050.535,29650.86,35495.6633064759,54740.1761392662,30972.524903397003,27802.268003241,31916.6734480761
India,Lesotho,Import,  All Products,Import (US$ Thousand),,11.754,,5.095,,11.358,0.084,,,277.918,2.886,1543.497,2253.282,3814.293,3535.486,1142.843,5163.267,13603.498,74093.82092150851,39860.3115321562,47.78764442725,75.1585953411,95.3556751404
India,Liberia,Import,  All Products,Import (US$ Thousand),11806.901,15518.144,8445.217,38250.708,3192.345,5654.929,48275.641,128578.486,44651.348,293251.353,45070.428,17578.545,11168.046,11564.427,23311.228,7733.174,81757.489,5899.824,36876.5144179939,264464.973419506,7757.9481004462505,6659.4169012503,14078.3248290963
India,Libya,Import,  All Products,Import (US$ Thousand),20289.387,7722.966,9754.475,2975.534,9955.358,9981.689,8338.469,75203.994,1059973.971,756887.872,534089.417,780703.259,355165.151,1265224.38,952518.971,72166.816,9251.785,5638.335,26783.197213376297,179487.799694505,81158.8606837435,12645.9611759315,368517.847550522
India,Lithuania,Import,  All Products,Import (US$ Thousand),10373.367,1594.221,962.626,5183.563,10019.615,17655.428,27377.021,21419.463,9033.407,520062.28,147211.181,125639.373,208086.779,46084.111,38249.85,125298.997,186708.617,239104.979,194109.877824346,183237.747255078,282309.326209073,282976.214476531,219028.824674776
India,Luxembourg,Import,  All Products,Import (US$ Thousand),2554.01,3738.214,7382.779,12685.096,49247.562,10326.774,16087.309,31903.348,30988.793,26423.14,27591.748,37333.673,59142.128,51911.151,42655.488,38402.823,178024.224,48010.724,49100.6499696408,136668.899816328,65361.1320654618,39184.353822361794,51047.684502370495
India,Macao,Import,  All Products,Import (US$ Thousand),124.636,11.778,149.782,8819.075,7679.973,58.971,139.87,94.492,320.016,302.279,298.087,260.607,446.671,1060.321,2194.623,2818.775,7236.148,7678.744,8429.05430900298,9648.924839777119,4285.82283468675,19943.3670282357,23172.0068606493
India,Madagascar,Import,  All Products,Import (US$ Thousand),3394.948,1476.384,1873.053,1647.103,6642.439,5154.482,17553.944,13898.255,24032.44,12712.035,22652.096,20642.591,62356.687,91743.434,50976.408,71085.696,128765.344,127013.437,140139.910769158,207222.49718944498,272452.764086202,109258.347355844,112251.704164347
India,Malawi,Import,  All Products,Import (US$ Thousand),631.403,907.868,1712.67,1487.373,2664.72,6480.292,2638.643,3528.375,9090.095,13580.177,82930.718,33591.175,20386.752,42488.938,19791.985,31739.964,67552.175,41998.511,18988.664793964403,22497.7558499062,36452.0279317775,4543.6373948607,100685.56978648201
India,Malaysia,Import,  All Products,Import (US$ Thousand),2035210.254,1311030.331,1152337.354,1330503.86,1894285.072,2214485.719,2435996.334,4655925.086,5725557.712,7461389.714,4990269.047,5995904.362,9106224.878,10494094.398,9330736.889,10928502.523,9559920.612,8653350.684,8901929.51123602,12875450.974559,10407570.803296199,7378040.60850178,12089765.8538424
India,Maldives,Import,  All Products,Import (US$ Thousand),402.699,218.911,347.917,352.791,427.424,482.297,1645.219,2796.588,3578.753,4635.483,2398.708,31921.095,17975.69,7544.679,4072.593,4478.085,5099.973,6253.292,7655.643640738889,22054.778907531803,5890.037823621,17735.6333838562,50695.022719117405
India,Mali,Import,  All Products,Import (US$ Thousand),8739.07,13914.801,2878.299,17859.072,32462.44,9293.841,5363.377,2598.512,4807.754,9025.292,4395.804,3109.389,4707.36,25469.85,77805.158,73034.112,154822.768,176791.447,122779.296128559,27747.3150247171,35742.8564939985,18580.0104095366,17286.111524632302
India,Malta,Import,  All Products,Import (US$ Thousand),26.836,60.567,135.95,3.554,771.866,731.535,38306.397,27720.922,2328.929,10299.683,8665.993,34622.474,36865.348,41660.675,39428.761,24627.589,25543.731,28011.091,15684.3713615537,21309.075887136198,41377.4044646025,123834.951481692,25408.2354154973
India,Marshall Islands,Import,  All Products,Import (US$ Thousand),,,,,,10773.244,0.305,186897.999,0.069,203.995,2.173,49.011,1285.926,910.826,6933.414,7.367,423.862,8706.074,133.74654339303,210.66846829904,3468.6241824605,1779.2018973518,1451.02318936455
India,Mauritania,Import,  All Products,Import (US$ Thousand),15.73,24.925,14.293,24.537,14.99,1217.207,702.419,1027.34,435.616,4696.169,1894.584,1721.181,2642.001,7583.693,10754.743,29924.877,28500.093,14253.787,4376.52022945851,18032.1368691197,11432.2255481805,5935.3674609903,10367.976808383399
India,Mauritius,Import,  All Products,Import (US$ Thousand),3945.163,7611.191,3084.595,11217.552,11175.422,8028.453,6924.883,12270.97,10839.528,15633.278,9470.301,15977.924,33969.686,31796.237,20692.037,21247.898,20100.665,18970.117,18423.5601913778,82239.3355708203,26686.3474307902,37117.3588377484,66723.6693466219
India,Mexico,Import,  All Products,Import (US$ Thousand),96361.959,80435.046,61508.825,56330.183,70931.887,78828.261,99294.074,529524.802,1072988.915,1800095.215,983382.449,983249.811,2168579.06,3495936.638,4295381.663,3445596.819,2726965.352,2442138.331,3538028.96078412,6257382.20370759,4875629.290465021,3066125.7474637497,4142582.90084902
India,"Micronesia, Fed. Sts.",Import,  All Products,Import (US$ Thousand),,,,,0.45,,9.32,21.385,,14.106,0.426,,,,,99.484,,,,,,,
India,Middle East & North Africa,Import,  All Products,Import (US$ Thousand),11644082.015000002,6281664.4120000005,3086727.4919999996,3361024.3199999994,4308902.857,7908220.859999999,11310786.64,42003851.119,61006289.47200002,93619137.022,73077775.69,99584929.93699999,135582453.081,151878758.06899998,145045542.76900002,128483330.56600001,82843416.40699998,74682903.256,94456017.33299899,150331792.91907382,113329088.23207355,82675805.29492365,136036538.90780255
India,Moldova,Import,  All Products,Import (US$ Thousand),,0.121,21.836,1276.365,625.804,152.489,207.737,459.026,146.752,7242.236,1036.979,111.821,497.991,279.544,738.52,1670.419,4995.766,3120.486,9942.477411697291,1124.85260529248,436.49853925125,151.3200212846,938.8432500459
India,Mongolia,Import,  All Products,Import (US$ Thousand),295.047,210.501,5.124,649.593,620.833,274.269,140.938,3167.501,1835.534,25149.533,1860.392,2096.365,22875.32,13023.374,8764.277,3652.138,4618.175,2353.191,1816.82929228086,941.483730236,1249.81457404125,827.9733035063999,549.7240269412499
India,Montenegro,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,,,12.697,1119.534,39.816,61.69569657372,107.55155879136001,134.34481492425002,428.8563038133,366.8022306876
India,Montserrat,Import,  All Products,Import (US$ Thousand),,,,,18.318,23.442,21.691,79.737,101.632,13.322,1.821,2.664,,,2.957,4.862,,0.041,,0.010938119999999999,54.547730861750004,,
India,Morocco,Import,  All Products,Import (US$ Thousand),422422.487,334374.388,253008.857,216989.917,232966.211,268967.67,481294.572,518644.538,503894.012,1010919.038,726628.996,866619.114,1512974.552,1480929.01,954126.25,867790.32,1099747.751,840281.1,773967.464230665,1323027.8794376901,1102761.9495343799,1286400.7624067299,1964051.33371721
India,Mozambique,Import,  All Products,Import (US$ Thousand),33891.194,25794.807,12882.24,14663.502,23644.566,36999.858,51728.964,32870.989,30132.266,57084.987,43586.595,86736.461,122543.641,267569.053,247368.034,328564.649,369755.284,408410.289,982016.036314019,1194026.36129232,856680.03597394,711594.556606974,1436702.98685631
India,Myanmar,Import,  All Products,Import (US$ Thousand),172542.178,178498.676,350415.124,352855.72,360232.814,410685.167,489161.783,702698.468,809067.07,906267.25,1181824.698,1122147.171,1262044.269,1346182.086,1366237.591,1392756.155,1016301.065,1084934.273,738039.2912118289,508980.94149824296,506730.442063765,575594.224377022,798774.887951678
India,Namibia,Import,  All Products,Import (US$ Thousand),,544.83,192.761,131.426,3310.773,92.159,1310.617,21909.345,20925.527,1306.716,41757.426,34679.644,13295.341,7982.06,14317.003,31512.196,12292.413,35119.091,60054.0025515663,80234.9914387483,22712.352859938,32364.2735750182,48231.476115278805
India,Nauru,Import,  All Products,Import (US$ Thousand),8158.17,7473.751,3639.522,107.372,5865.003,1672.573,112.925,824.752,348.055,24377.108,14281.348,7097.215,10098.766,26343.195,5109.372,5076.85,10851.845,46.034,14.52519021672,159.1408225832,68.088832483,,17183.9343341804
India,Nepal,Import,  All Products,Import (US$ Thousand),189651.721,258462.8,356613.226,266411.999,291495.53,340034.095,385461.205,317895.727,469788.331,632094.748,416338.231,505696.588,508214.086,307364.676,376705.946,560744.379,489552.737,385311.498,413560.536947406,484884.553640126,649433.2695274181,629958.3575880689,1317719.7190327002
India,Netherlands,Import,  All Products,Import (US$ Thousand),473483.016,376422.713,524045.875,387115.364,506884.218,675803.982,1047182.21,1077148.053,1743066.889,1881000.382,1982407.284,2022700.407,2193300.549,2621721.809,2865990.646,2782976.932,1935723.644,1781383.521,2318152.38132902,4354274.83099249,3748780.64760548,2961580.04588241,4350275.39817262
India,Netherlands Antilles,Import,  All Products,Import (US$ Thousand),,142.845,,,112.73,92.047,26.132,885.807,1010.162,1209.429,1077.209,989.715,,,,,,,,,,,
India,New Caledonia,Import,  All Products,Import (US$ Thousand),191.275,443.551,798.532,1942.891,6437.757,9484.205,7388.762,16509.326,11096.554,14371.29,2448.326,6483.424,8968.223,23239.375,31358.957,23972.384,32096.719,41227.498,13075.5284278663,274.95599977712004,180.8701415885,1149.6829949225,6215.86253643285
India,New Zealand,Import,  All Products,Import (US$ Thousand),97027.356,85842.761,77686.754,78257.452,78174.882,98518.134,206485.378,257334.962,312623.88,468290.947,421469.557,651370.876,715950.845,764428.76,634388.897,598476.663,549842.86,508743.958,611355.520467752,750887.574454588,558237.0829705921,410837.551734972,372279.562138259
India,Nicaragua,Import,  All Products,Import (US$ Thousand),27.438,26.32,576.531,413.55,439.094,134.796,82.808,5415.625,101.694,843.622,342.273,759.925,998.799,78689.955,2698.013,1979.696,3752.686,2871.426,3780.38377165428,4028.41016119712,4045.0382646712496,4929.9173958961,8522.024418773399
India,Niger,Import,  All Products,Import (US$ Thousand),84.949,154.129,2062.72,7.213,1058.977,1209.526,1254.707,5539.925,366.73,477.617,248.94,10656.094,130.025,72521.193,597.789,546.669,226.439,161.842,19578.485755225,1413.79974395568,800.877166579,4157.8117489346005,4795.755759768749
India,Nigeria,Import,  All Products,Import (US$ Thousand),2944603.275,757451.675,74871.178,77622.764,86976.916,52986.503,62363.861,5682235.556,7017395.361,10124668.706,5645077.098,10257572.21,13604802.248,13962156.949,13759368.505,15663352.1,10233803.27,7407498.104,8342970.0118244,13590334.1566404,10613135.088253401,6335325.94619701,9157908.449021561
India,Niue,Import,  All Products,Import (US$ Thousand),,,,,,,,232.754,95.776,,59.044,0.673,2.075,8.923,18.462,15.127,14.525,,,10.83813099904,,,
India,Norfolk Island,Import,  All Products,Import (US$ Thousand),70.306,,10.32,24.307,,82.349,112.252,20.991,175.967,1086.722,698.693,288.254,45.157,326.153,188.925,115.51,53.792,52.451,188.55844739991,345.85702487456,390.6987710815,310.4368580886,272.8974300999
India,North America,Import,  All Products,Import (US$ Thousand),3965473.997,3267910.293,3743609.453,4395107.953,5629780.156,6736102.351,9283531.728,12568019.979,16211607.907,26819609.487999998,18366319.263,21162328.458000004,24870985.629,26666738.526,25606330.454,24187457.462,24307796.499,24042098.062000003,28930408.158568084,43224616.5992572,38826182.43072579,29360352.939151626,44102439.442276955
India,North Macedonia,Import,  All Products,Import (US$ Thousand),21.55,64.863,879.988,902.148,81.401,70.056,2353.634,1731.151,274.275,711.651,24354.995,2611.439,4928.702,27241.12,26204.489,5915.893,7212.716,20904.199,33456.9739392894,47542.1743697723,22690.5230630978,3406.0487337535,3575.69594407545
India,Northern Mariana Islands,Import,  All Products,Import (US$ Thousand),,,,,,,,,0.049,424.694,76.197,164.726,,,169.118,,235.033,29.273,172.16973555975,21.0516515936,0.40367059074999995,288.9063257084,61.4552890845
India,Norway,Import,  All Products,Import (US$ Thousand),43243.843,55019.994,45873.923,60905.623,217851.211,296723.148,215938.086,607600.158,1117140.177,1636750.181,740404.651,946524.519,867011.501,913373.615,661872.114,845279.22,825343.918,646577.182,726033.4764333151,609827.789603998,624349.075866318,498047.73231007997,2081875.08981522
India,Occ.Pal.Terr,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,,,,,,,301.55730343888,1543.4983342957498,108.5935540821,361.23856109625
India,Oman,Import,  All Products,Import (US$ Thousand),62581.163,51446.958,7757.943,12888.39,47423.909,19234.947,201490.046,422892.993,677263.689,1462094.771,2475694.256,3622555.856,4497856.024,1913766.523,3057041.013,1819509.9,1567249.523,1300262.868,3075430.1544143,4742468.94528292,3294921.47185233,3045148.09965456,5827731.48247167
India,"Other Asia, nes",Import,  All Products,Import (US$ Thousand),417161.027,509179.459,544502.472,577154.526,778575.282,979215.62,1376148.83,1541294.253,2254390.895,2680469.99,2575110.317,3635332.745,5223436.141,4350783.874,4140538.358,4040169.386,3540650.712,3106528.483,3633254.5181898098,5544031.57722443,4194059.01166302,3718935.44963179,5765047.451669949
India,Pakistan,Import,  All Products,Import (US$ Thousand),68587.939,69621.541,69886.178,33893.498,68054.395,79132.479,165945.292,286471.806,286689.567,372014.038,272119.701,320726.021,352110.776,500328.116,379160.427,529854.769,456327.942,461079.165,469331.037885137,639680.674571436,67312.84922183151,2547.0900947401,2407.50116724195
India,Palau,Import,  All Products,Import (US$ Thousand),,,,,,,,,,21.045,12.244,,8.277,4.538,,3.775,3825.611,,763.49207534544,3184.2151746971203,1.9919966500000001,2.2086989,
India,Panama,Import,  All Products,Import (US$ Thousand),153.158,4171.501,9014.863,38423.405,9681.148,92741.109,165090.462,219914.602,138167.288,224792.234,390380.507,283868.439,213786.042,114067.784,36842.266,83156.112,74998.244,53220.758,135885.54038938298,46950.3038585714,77419.9736913698,29087.5857477304,213379.164140346
India,Papua New Guinea,Import,  All Products,Import (US$ Thousand),1467.561,228.519,187.408,332.467,615.294,64770.444,92952.357,216275.042,202025.508,272186.892,70639.176,150058.962,207952.238,107129.898,226747.161,211145.931,189281.865,98188.683,158738.087006229,157955.569358416,75479.8697191788,83397.2988943323,325629.96836913505
India,Paraguay,Import,  All Products,Import (US$ Thousand),152.377,209.399,16923.318,2154.851,754.147,2789.346,3299.84,2957.585,917.553,505.155,5062.822,5313.518,11700.861,8759.853,5218.114,56699.157,114207.604,160532.305,154629.873824892,75137.1475468725,23166.024101094,17371.2809525413,15895.8339448077
India,Peru,Import,  All Products,Import (US$ Thousand),49801.388,28552.439,28378.73,21982.946,25982.053,40108.284,23371.735,104818.576,129087.899,297995.027,69232.271,211605.39,429160.324,420763.259,692904.103,563953.656,746281.36,989574.828,2063244.0915322101,3124683.88796072,1757650.6744991802,1376848.60162258,2614230.92618286
India,Philippines,Import,  All Products,Import (US$ Thousand),56545.409,68255.952,77730.833,132771.45,111908.613,180851.179,203196.166,208768.275,173536.268,227639.547,342966.856,394450.167,450280.762,494190.13,408792.716,400685.043,518187.692,475843.978,711113.1303414981,756703.1264154529,556912.778676401,505658.190255473,730578.8289053071
India,Pitcairn,Import,  All Products,Import (US$ Thousand),,,,0.225,,1.004,2.086,5.137,,4.514,0.021,,,,,109.933,5.718,2.915,222.43966676901,64.22858230336,18.949656691,7.6006071754,
India,Poland,Import,  All Products,Import (US$ Thousand),38703.037,34662.703,40365.873,33297.836,48973.769,80336.477,92606.952,126941.455,161239.657,265467.914,340900.482,397126.429,572802.168,854505.663,671086.851,630116.139,571452.76,653938.56,750727.986093935,969661.999094508,880506.4386773241,636373.445249486,1044452.27246299
India,Portugal,Import,  All Products,Import (US$ Thousand),9785.835,12716.902,10714.272,17705.629,12727.602,16865.65,29807.869,27741.138,32920.705,55652.193,64169.456,75793.971,271226.436,343573.852,305198.936,189696.617,105760.489,130185.765,182533.661981554,176725.90291203698,140887.51332930202,116247.271156989,161213.617775068
India,Qatar,Import,  All Products,Import (US$ Thousand),210925.821,206952.955,83962.944,100445.842,158834.436,531683.136,854501.061,1962462.588,2062721.873,3406565.078,4146323.595,6141784.086,11258452.524,16385926.425,14606452.05,16583917.002,9637304.665,7479482.175,8099718.073941479,12781700.0386652,9525660.99718196,8121368.67781505,11544868.7256468
India,Romania,Import,  All Products,Import (US$ Thousand),20201.031,21725.961,42961.462,45290.527,62250.615,140364.243,262518.099,240725.253,407444.793,357853.671,253182.387,202147.538,349113.198,379493.019,390541.358,313609.775,291240.258,321335.484,376943.541168002,426168.50283833896,290858.504926843,173526.737022618,267480.675076198
India,Russian Federation,Import,  All Products,Import (US$ Thousand),625594.516,543380.387,478585.582,578496.948,784894.601,1215045.345,2036952.426,1900856.895,2684488.334,4451326.284,3437687.124,3591553.188,4050976.235,4602155.656,3814120.041,4207628.765,4527090.538,4782004.793,7980558.68645537,8502812.09599432,6226189.46467923,5937619.360319899,8695038.07704627
India,Rwanda,Import,  All Products,Import (US$ Thousand),,,22.544,,,688.026,46.159,803.905,592.356,2520.965,139.995,195.967,151.198,247.691,202.474,562.999,1913.109,946.922,3617.04581550585,9082.903133334401,4212.1391769765005,5759.9199110287,7478.0353298214
India,Saint Helena,Import,  All Products,Import (US$ Thousand),,1.276,,,9.308,41.974,,647.222,15.916,29.693,35.007,220.432,72.076,96.509,21.723,163.229,,,30.83062020957,70.46686923840001,21.74821306875,10.6282591068,7.0831883403
India,Saint Pierre and Miquelon,Import,  All Products,Import (US$ Thousand),0.816,,,,,40.347,3573.094,1595.273,26.335,2.088,22.938,8.848,3.57,,0.873,,24.955,,,,,,
India,Samoa,Import,  All Products,Import (US$ Thousand),756.831,272.726,,,7.32,,41.563,1105.337,8.341,21.671,54.837,121.843,62.354,358.318,58.674,1163.989,964.678,7793.115,238.48257221568,2666.29878040048,3023.4232179585,643.8600521385,398.53314904515
India,San Marino,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,,,169.148,609.129,401.861,628.01491703049,240.92778555616,257.20878131025,80.60615469860001,84.1088477154
India,Sao Tome and Principe,Import,  All Products,Import (US$ Thousand),,,,,40.797,,8.931,7.877,0.989,65.396,49.66,51.765,58.553,267.77,,42.764,9.571,20.671,,6.2993799812799995,,81.2000236967,
India,Saudi Arabia,Import,  All Products,Import (US$ Thousand),3033201.485,1597142.113,504320.59,469160.815,687396.513,1155462.145,1526572.713,10783078.63,16570153.926,22982841.185,14494390.148,20374084.439,28423659.329,32826638.762,36596585.483,32703510.115,21353105.035,18460868.532,21086845.7101029,34342850.3053327,27000124.7848178,17723809.904806,27689346.1060723
India,Senegal,Import,  All Products,Import (US$ Thousand),87793.398,37725.542,104372.266,181699.57,133438.909,184432.336,269216.94,107638.565,135405.096,207399.997,228080.015,183610.239,391070.241,388086.923,126230.666,206704.449,227588.274,335517.081,543511.216503544,865702.2425267319,484239.39214606397,394724.143180187,580764.486345565
India,"Serbia, FR(Serbia/Montenegro)",Import,  All Products,Import (US$ Thousand),1866.356,3507.549,1916.42,1426.052,1752.314,5742.614,1103.127,2877.135,3033.408,11572.224,8584.706,2807.421,3212.132,4113.38,11393.277,27637.603,33637.237,25152.308,25118.050368322398,29366.8549138722,12163.753425794299,6770.5341580565,9403.0711221579
